year,state,candidate,party_simplified,candidatevotes,rank
2020,NEW HAMPSHIRE,"JORGENSEN, JO",LIBERTARIAN,13235,3.0
2020,NEW HAMPSHIRE,,OTHER,1158,4.0
2020,NEW HAMPSHIRE,"HAWKINS, HOWIE",OTHER,217,5.0
2020,NEW HAMPSHIRE,"SANDERS, BERNIE",OTHER,192,6.0
2020,NEW HAMPSHIRE,"ROMNEY, MITT",OTHER,170,7.0
2020,NEW HAMPSHIRE,"GABBARD, TULSI",OTHER,142,8.0
2020,NEW HAMPSHIRE,"WEST, KANYE",OTHER,82,9.0
2020,NEW HAMPSHIRE,"KASICH, JOHN",OTHER,67,10.0
2020,NEW HAMPSHIRE,"YANG, ANDREW",OTHER,58,11.0
2020,NEW HAMPSHIRE,"PENCE, MIKE",OTHER,56,12.0
2020,NEW HAMPSHIRE,"BUTTIGIEG, PETE",OTHER,47,13.0
2020,NEW HAMPSHIRE,"SUNUNU, CHRIS",OTHER,46,14.0
2020,NEW HAMPSHIRE,"WELD, BILL",OTHER,23,15.0
2020,NEW HAMPSHIRE,"SUPREME, VERMIN",OTHER,22,16.0
2020,NEW HAMPSHIRE,"KLOBUCHAR, AMY",OTHER,19,17.0
2020,NEW HAMPSHIRE,"CUOMO, ANDREW",OTHER,14,18.5
2020,NEW HAMPSHIRE,"SHAHEEN, JEANNE",OTHER,14,18.5
2020,NEW HAMPSHIRE,"PAUL, RON",OTHER,13,20.0
2020,NEW HAMPSHIRE,"RICE, CONDOLEEZA",OTHER,12,21.0
2020,NEW HAMPSHIRE,"HUCKABEE, MIKE",OTHER,10,22.5
2020,NEW HAMPSHIRE,"OBAMA, MICHELLE",OTHER,10,22.5
1976,NEW JERSEY,"FORD, GERALD",REPUBLICAN,1509688,1.0
1976,NEW JERSEY,"CARTER, JIMMY",DEMOCRAT,1444653,2.0
1976,NEW JERSEY,"MCCARTHY, EUGENE """"GENE""""",OTHER,32717,3.0
1976,NEW JERSEY,"MACBRIDE, ROGER",LIBERTARIAN,9449,4.0
1976,NEW JERSEY,"MADDOX, LESTER",OTHER,7716,5.0
1976,NEW JERSEY,"JULIUS """"JULES"""", LEVIN",OTHER,3686,6.0
1976,NEW JERSEY,"HALL, GUS",OTHER,1662,7.0
1976,NEW JERSEY,"LAROUCHE, LYNDON, JR.",OTHER,1650,8.0
1976,NEW JERSEY,"CAMEJO, PETER",OTHER,1184,9.0
1976,NEW JERSEY,"WRIGHT, MARGARET",OTHER,1044,10.0
1976,NEW JERSEY,"BUBAR, BENJAMIN """"BEN""""",OTHER,554,11.0
1976,NEW JERSEY,"ZEIDLER, FRANK",OTHER,469,12.0
1980,NEW JERSEY,"REAGAN, RONALD",REPUBLICAN,1546557,1.0
1980,NEW JERSEY,"CARTER, JIMMY",DEMOCRAT,1147364,2.0
1980,NEW JERSEY,"ANDERSON, JOHN B.",OTHER,234632,3.0
1980,NEW JERSEY,"CLARK, EDWARD """"ED""""",LIBERTARIAN,20652,4.0
1980,NEW JERSEY,"COMMONER, BARRY",OTHER,8203,5.0
1980,NEW JERSEY,"MCCORMACK, ELLEN",OTHER,3927,6.0
1980,NEW JERSEY,"LYNEN, KURT",OTHER,3694,7.0
1980,NEW JERSEY,"HALL, GUS",OTHER,2555,8.0
1980,NEW JERSEY,"PULLEY, ANDREW",OTHER,2198,9.0
1980,NEW JERSEY,"MCREYNOLDS, DAVID",OTHER,1973,10.0
1980,NEW JERSEY,"GAHRES, WILLIAM """"BILL""""",OTHER,1718,11.0
1980,NEW JERSEY,"GRISWOLD, DEIRDRE",OTHER,1288,12.0
1980,NEW JERSEY,"WENDELKEN, MARTIN E.",OTHER,923,13.0
1984,NEW JERSEY,"REAGAN, RONALD",REPUBLICAN,1933630,1.0
1984,NEW JERSEY,"MONDALE, WALTER",DEMOCRAT,1261323,2.0
1984,NEW JERSEY,"HOLMES, LARRY",OTHER,8404,3.0
1984,NEW JERSEY,"BERGLAND, DAVID",LIBERTARIAN,6416,4.0
1984,NEW JERSEY,"SERRETTE, DENNIS",OTHER,2293,5.0
1984,NEW JERSEY,"WINN, EDWARD",OTHER,1721,6.0
1984,NEW JERSEY,"HALL, GUS",OTHER,1564,7.0
1984,NEW JERSEY,"MASON, MELVIN",OTHER,1264,8.0
1984,NEW JERSEY,"JOHNSON, SONIA",OTHER,1247,9.0
1988,NEW JERSEY,"BUSH, GEORGE H.W.",REPUBLICAN,1743192,1.0
1988,NEW JERSEY,"DUKAKIS, MICHAEL",DEMOCRAT,1320352,2.0
1988,NEW JERSEY,"HERBERG G., LEWIN",OTHER,9953,3.0
1988,NEW JERSEY,"PAUL, RONALD """"RON""""",LIBERTARIAN,8421,4.0
1988,NEW JERSEY,"FULANI, LENORA",OTHER,5139,5.0
1988,NEW JERSEY,"MCCARTHY, EUGENE """"GENE""""",OTHER,3454,6.0
1988,NEW JERSEY,"KENOYER, WILLA",OTHER,2587,7.0
1988,NEW JERSEY,"DUKE, DAVID",OTHER,2446,8.0
1988,NEW JERSEY,"WARREN, JAMES """"MAC""""",OTHER,2298,9.0
1988,NEW JERSEY,"HOLMES, LARRY",OTHER,1020,10.0
1988,NEW JERSEY,"WINN, EDWARD",OTHER,691,11.0
1992,NEW JERSEY,"CLINTON, BILL",DEMOCRAT,1436206,1.0
1992,NEW JERSEY,"BUSH, GEORGE H.W.",REPUBLICAN,1356865,2.0
1992,NEW JERSEY,"PEROT, ROSS",OTHER,521829,3.0
1992,NEW JERSEY,"MARROU, ANDRE",LIBERTARIAN,6822,4.0
1992,NEW JERSEY,"BRADFORD, DREW",OTHER,4749,5.0
1992,NEW JERSEY,"FULANI, LENORA",OTHER,3513,6.0
1992,NEW JERSEY,"PHILLIPS, HOWARD",OTHER,2670,7.0
1992,NEW JERSEY,"LAROUCHE, LYNDON, JR.",OTHER,2095,8.0
1992,NEW JERSEY,"WARREN, JAMES """"MAC""""",OTHER,2011,9.0
1992,NEW JERSEY,"DANIELS, RON",OTHER,1996,10.0
1992,NEW JERSEY,"GRITZ, JAMES """"BO""""",OTHER,1867,11.0
1992,NEW JERSEY,"HAYLARD, HELEN",OTHER,1618,12.0
1992,NEW JERSEY,"HAGELIN, JOHN",OTHER,1353,13.0
1996,NEW JERSEY,"CLINTON, BILL",DEMOCRAT,1652361,1.0
1996,NEW JERSEY,"DOLE, ROBERT",REPUBLICAN,1103099,2.0
1996,NEW JERSEY,,OTHER,320400,3.0
2000,NEW JERSEY,"GORE, AL",DEMOCRAT,1788850,1.0
2000,NEW JERSEY,"BUSH, GEORGE W.",REPUBLICAN,1284173,2.0
2000,NEW JERSEY,,OTHER,114203,3.0
2004,NEW JERSEY,"KERRY, JOHN",DEMOCRAT,1911430,1.0
2004,NEW JERSEY,"BUSH, GEORGE W.",REPUBLICAN,1670003,2.0
2004,NEW JERSEY,OTHER,OTHER,30258,3.0
2008,NEW JERSEY,"OBAMA, BARACK H.",DEMOCRAT,2215422,1.0
2008,NEW JERSEY,"MCCAIN, JOHN",REPUBLICAN,1613207,2.0
2008,NEW JERSEY,"NADER, RALPH",OTHER,21298,3.0
2008,NEW JERSEY,"BARR, BOB",LIBERTARIAN,8441,4.0
2008,NEW JERSEY,"BALDWIN, CHARLES """"CHUCK""""",OTHER,3956,5.0
2008,NEW JERSEY,"MCKINNEY, CYNTHIA",OTHER,3636,6.0
2008,NEW JERSEY,"MOORE, BRIAN",OTHER,699,7.0
2008,NEW JERSEY,"BOSS, JEFFERY",OTHER,639,8.0
2008,NEW JERSEY,"CALERO, ROGER",OTHER,523,9.0
2008,NEW JERSEY,"LA RIVA, GLORIA ESTELLA",OTHER,416,10.0
2012,NEW JERSEY,"OBAMA, BARACK H.",DEMOCRAT,2122786,1.0
2012,NEW JERSEY,"ROMNEY, MITT",REPUBLICAN,1478088,2.0
2012,NEW JERSEY,"JOHNSON, GARY",LIBERTARIAN,21035,3.0
2012,NEW JERSEY,"STEIN, JILL",OTHER,9886,4.0
2012,NEW JERSEY,"GOODE, VIRGIL HAMLIN, JR.",OTHER,2063,5.0
2012,NEW JERSEY,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,1723,6.0
2012,NEW JERSEY,"BOSS, JEFFERY",OTHER,1024,7.0
2012,NEW JERSEY,"HARRIS, JAMES",OTHER,709,8.0
2012,NEW JERSEY,"MILLER, MERLIN",OTHER,664,9.0
2012,NEW JERSEY,"LINDSAY, PETA",OTHER,521,10.0
2016,NEW JERSEY,"CLINTON, HILLARY",DEMOCRAT,2148278,1.0
2016,NEW JERSEY,"TRUMP, DONALD J.",REPUBLICAN,1601933,2.0
2016,NEW JERSEY,"JOHNSON, GARY",LIBERTARIAN,72477,3.0
2016,NEW JERSEY,"STEIN, JILL",OTHER,37772,4.0
2016,NEW JERSEY,"CASTLE, DARRELL L.",OTHER,6161,5.0
2016,NEW JERSEY,"KENNEDY, ALYSON",OTHER,2156,6.0
2016,NEW JERSEY,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,1838,7.0
2016,NEW JERSEY,"MOOREHEAD, MONICA",OTHER,1749,8.0
2016,NEW JERSEY,"LA RIVA, GLORIA ESTELLA",OTHER,1682,9.0
2020,NEW JERSEY,"BIDEN, JOSEPH R. JR",DEMOCRAT,2608335,1.0
2020,NEW JERSEY,"TRUMP, DONALD J.",REPUBLICAN,1883274,2.0
2020,NEW JERSEY,"JORGENSEN, JO",LIBERTARIAN,31677,3.0
2020,NEW JERSEY,"HAWKINS, HOWIE",OTHER,14202,4.0
2020,NEW JERSEY,"HAMMONS, BILL",OTHER,3255,5.0
2020,NEW JERSEY,"BLANKENSHIP, DON",OTHER,2954,6.0
2020,NEW JERSEY,"LA RIVA, GLORIA ESTELLA",OTHER,2928,7.0
2020,NEW JERSEY,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,2728,8.0
1976,NEW MEXICO,"FORD, GERALD",REPUBLICAN,211419,1.0
1976,NEW MEXICO,"CARTER, JIMMY",DEMOCRAT,201148,2.0
1976,NEW MEXICO,"CAMEJO, PETER",OTHER,2462,3.0
1976,NEW MEXICO,"MACBRIDE, ROGER",LIBERTARIAN,1110,4.0
1976,NEW MEXICO,"ZEIDLER, FRANK",OTHER,240,5.0
1976,NEW MEXICO,"BUBAR, BENJAMIN """"BEN""""",OTHER,211,6.0
1980,NEW MEXICO,"REAGAN, RONALD",REPUBLICAN,250779,1.0
1980,NEW MEXICO,"CARTER, JIMMY",DEMOCRAT,167826,2.0
1980,NEW MEXICO,"ANDERSON, JOHN B.",OTHER,29459,3.0
1980,NEW MEXICO,"CLARK, EDWARD """"ED""""",LIBERTARIAN,4365,4.0
1980,NEW MEXICO,"COMMONER, BARRY",OTHER,2202,5.0
1980,NEW MEXICO,"BUBAR, BENJAMIN """"BEN""""",OTHER,1281,6.0
1980,NEW MEXICO,"PULLEY, ANDREW",OTHER,325,7.0
1984,NEW MEXICO,"REAGAN, RONALD",REPUBLICAN,307101,1.0
1984,NEW MEXICO,"MONDALE, WALTER",DEMOCRAT,201769,2.0
1984,NEW MEXICO,"BERGLAND, DAVID",LIBERTARIAN,4459,3.0
1984,NEW MEXICO,"JOHNSON, SONIA",OTHER,455,4.0
1984,NEW MEXICO,"MASON, MELVIN",OTHER,224,5.0
1984,NEW MEXICO,"DODGE, EARL",OTHER,206,6.0
1984,NEW MEXICO,"SERRETTE, DENNIS",OTHER,155,7.0
1984,NEW MEXICO,OTHER,OTHER,1,8.0
1988,NEW MEXICO,"BUSH, GEORGE H.W.",REPUBLICAN,270341,1.0
1988,NEW MEXICO,"DUKAKIS, MICHAEL",DEMOCRAT,244497,2.0
1988,NEW MEXICO,"PAUL, RONALD """"RON""""",LIBERTARIAN,3368,3.0
1988,NEW MEXICO,"FULANI, LENORA",OTHER,2237,4.0
1988,NEW MEXICO,"WARREN, JAMES """"MAC""""",OTHER,344,5.0
1988,NEW MEXICO,"HOLMES, LARRY",OTHER,258,6.0
1988,NEW MEXICO,"DODGE, EARL",OTHER,249,7.0
1988,NEW MEXICO,,OTHER,93,8.0
1992,NEW MEXICO,"CLINTON, BILL",DEMOCRAT,261617,1.0
1992,NEW MEXICO,"BUSH, GEORGE H.W.",REPUBLICAN,212824,2.0
1992,NEW MEXICO,"PEROT, ROSS",OTHER,91895,3.0
1992,NEW MEXICO,"MARROU, ANDRE",LIBERTARIAN,1615,4.0
1992,NEW MEXICO,"PHILLIPS, HOWARD",OTHER,620,5.0
1992,NEW MEXICO,"HAGELIN, JOHN",OTHER,562,6.0
1992,NEW MEXICO,"FULANI, LENORA",OTHER,369,7.0
1992,NEW MEXICO,"WARREN, JAMES """"MAC""""",OTHER,183,8.0
1992,NEW MEXICO,"LA RIVA, GLORIA ESTELLA",OTHER,181,9.0
1992,NEW MEXICO,"DODGE, EARL",OTHER,120,10.0
1996,NEW MEXICO,"CLINTON, BILL",DEMOCRAT,273495,1.0
1996,NEW MEXICO,"DOLE, ROBERT",REPUBLICAN,232751,2.0
1996,NEW MEXICO,"PEROT, ROSS",OTHER,32257,3.0
1996,NEW MEXICO,"NADER, RALPH",OTHER,13218,4.0
1996,NEW MEXICO,"BROWNE, HARRY",LIBERTARIAN,2996,5.0
1996,NEW MEXICO,"PHILLIPS, HOWARD",OTHER,713,6.0
1996,NEW MEXICO,"HAGELIN, JOHN",OTHER,644,7.0
2000,NEW MEXICO,"GORE, AL",DEMOCRAT,286783,1.0
2000,NEW MEXICO,"BUSH, GEORGE W.",REPUBLICAN,286417,2.0
2000,NEW MEXICO,"NADER, RALPH",OTHER,21251,3.0
2000,NEW MEXICO,"BROWNE, HARRY",LIBERTARIAN,2058,4.0
2000,NEW MEXICO,"BUCHANAN, PATRICK """"PAT""""",OTHER,1392,5.0
2000,NEW MEXICO,"HAGELIN, JOHN",OTHER,361,6.0
2000,NEW MEXICO,"PHILLIPS, HOWARD",OTHER,343,7.0
2004,NEW MEXICO,"BUSH, GEORGE W.",REPUBLICAN,376930,1.0
2004,NEW MEXICO,"KERRY, JOHN",DEMOCRAT,370942,2.0
2004,NEW MEXICO,"NADER, RALPH",OTHER,4053,3.0
2004,NEW MEXICO,"BADNARIK, MICHAEL",LIBERTARIAN,2382,4.0
2004,NEW MEXICO,"COBB, DAVID",OTHER,1226,5.0
2004,NEW MEXICO,"PEROUTKA, MICHAEL",OTHER,771,6.0
2008,NEW MEXICO,"OBAMA, BARACK H.",DEMOCRAT,472422,1.0
2008,NEW MEXICO,"MCCAIN, JOHN",REPUBLICAN,346832,2.0
2008,NEW MEXICO,"NADER, RALPH",OTHER,5327,3.0
2008,NEW MEXICO,"BARR, BOB",LIBERTARIAN,2428,4.0
2008,NEW MEXICO,"BALDWIN, CHARLES """"CHUCK""""",OTHER,1597,5.0
2008,NEW MEXICO,"MCKINNEY, CYNTHIA",OTHER,1552,6.0
2012,NEW MEXICO,"OBAMA, BARACK H.",DEMOCRAT,415335,1.0
2012,NEW MEXICO,"ROMNEY, MITT",REPUBLICAN,335788,2.0
2012,NEW MEXICO,"JOHNSON, GARY",LIBERTARIAN,27788,3.0
2012,NEW MEXICO,"STEIN, JILL",OTHER,2691,4.0
2012,NEW MEXICO,,OTHER,1174,5.0
2012,NEW MEXICO,"GOODE, VIRGIL HAMLIN, JR.",OTHER,982,6.0
2016,NEW MEXICO,"CLINTON, HILLARY",DEMOCRAT,385234,1.0
2016,NEW MEXICO,"TRUMP, DONALD J.",REPUBLICAN,319667,2.0
2016,NEW MEXICO,"JOHNSON, GARY",LIBERTARIAN,74541,3.0
2016,NEW MEXICO,"STEIN, JILL",OTHER,9879,4.0
2016,NEW MEXICO,"MCMULLIN, EVAN",OTHER,5825,5.0
2016,NEW MEXICO,"CASTLE, DARRELL L.",OTHER,1514,6.0
2016,NEW MEXICO,"LA RIVA, GLORIA ESTELLA",OTHER,1184,7.0
2016,NEW MEXICO,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,475,8.0
2020,NEW MEXICO,"BIDEN, JOSEPH R. JR",DEMOCRAT,501614,1.0
2020,NEW MEXICO,"TRUMP, DONALD J.",REPUBLICAN,401894,2.0
2020,NEW MEXICO,"JORGENSEN, JO",LIBERTARIAN,12585,3.0
2020,NEW MEXICO,"HAWKINS, HOWIE",OTHER,4426,4.0
2020,NEW MEXICO,"TITTLE, SHEILA ""SAMM""",OTHER,1806,5.0
2020,NEW MEXICO,"LA RIVA, GLORIA ESTELLA",OTHER,1640,6.0
1976,NEW YORK,"CARTER, JIMMY",DEMOCRAT,3244165,1.0
1976,NEW YORK,"FORD, GERALD",REPUBLICAN,2825913,2.0
1976,NEW YORK,"FORD, GERALD",OTHER,274878,3.0
1976,NEW YORK,"CARTER, JIMMY",OTHER,145393,4.0
1976,NEW YORK,OTHER,OTHER,143037,5.0
1976,NEW YORK,"MACBRIDE, ROGER",OTHER,12197,6.0
1976,NEW YORK,"HALL, GUS",OTHER,10270,7.0
1976,NEW YORK,"CAMEJO, PETER",OTHER,6996,8.0
1976,NEW YORK,"LAROUCHE, LYNDON, JR.",OTHER,5413,9.0
1980,NEW YORK,"CARTER, JIMMY",DEMOCRAT,2728372,1.0
1980,NEW YORK,"REAGAN, RONALD",REPUBLICAN,2637700,2.0
1980,NEW YORK,"ANDERSON, JOHN B.",OTHER,467801,3.0
1980,NEW YORK,"REAGAN, RONALD",OTHER,256131,4.0
1980,NEW YORK,"CLARK, EDWARD """"ED""""",OTHER,52648,5.0
1980,NEW YORK,"MCCORMACK, ELLEN",OTHER,24159,6.0
1980,NEW YORK,"COMMONER, BARRY",OTHER,23186,7.0
1980,NEW YORK,"HALL, GUS",OTHER,7414,8.0
1980,NEW YORK,"DEBERRY, CLIFTON",OTHER,2068,9.0
1980,NEW YORK,"GRISWOLD, DEIRDRE",OTHER,1416,10.0
1980,NEW YORK,,OTHER,1064,11.0
1984,NEW YORK,"REAGAN, RONALD",REPUBLICAN,3376519,1.0
1984,NEW YORK,"MONDALE, WALTER",DEMOCRAT,3001285,2.0
1984,NEW YORK,"REAGAN, RONALD",OTHER,288244,3.0
1984,NEW YORK,"MONDALE, WALTER",OTHER,118324,4.0
1984,NEW YORK,"BERGLAND, DAVID",LIBERTARIAN,11949,5.0
1984,NEW YORK,"HALL, GUS",OTHER,4226,6.0
1984,NEW YORK,"SERRETTE, DENNIS",OTHER,3200,7.0
1984,NEW YORK,"HOLMES, LARRY",OTHER,2226,8.0
1984,NEW YORK,OTHER,OTHER,837,9.0
1988,NEW YORK,"DUKAKIS, MICHAEL",DEMOCRAT,3255487,1.0
1988,NEW YORK,"BUSH, GEORGE H.W.",REPUBLICAN,2838414,2.0
1988,NEW YORK,"BUSH, GEORGE H.W.",OTHER,243457,3.0
1988,NEW YORK,"DUKAKIS, MICHAEL",OTHER,92395,4.0
1988,NEW YORK,"MARRA, WILLIAM A.",OTHER,20497,5.0
1988,NEW YORK,"FULANI, LENORA",OTHER,15845,6.0
1988,NEW YORK,"PAUL, RONALD """"RON""""",LIBERTARIAN,12109,7.0
1988,NEW YORK,"HOLMES, LARRY",OTHER,4179,8.0
1988,NEW YORK,"WARREN, JAMES """"MAC""""",OTHER,3287,9.0
1988,NEW YORK,,OTHER,13,10.0
1992,NEW YORK,"CLINTON, BILL",DEMOCRAT,3346894,1.0
1992,NEW YORK,"BUSH, GEORGE H.W.",REPUBLICAN,2041690,2.0
1992,NEW YORK,"PEROT, ROSS",OTHER,1090721,3.0
1992,NEW YORK,"BUSH, GEORGE H.W.",OTHER,177000,4.0
1992,NEW YORK,BLANK VOTE/SCATTERING,OTHER,152951,5.0
1992,NEW YORK,"BUSH, GEORGE H.W.",OTHER,127959,6.0
1992,NEW YORK,"CLINTON, BILL",OTHER,97556,7.0
1992,NEW YORK,"WARREN, JAMES """"MAC""""",OTHER,15472,8.0
1992,NEW YORK,"MARROU, ANDRE",LIBERTARIAN,13451,9.0
1992,NEW YORK,"FULANI, LENORA",OTHER,11318,10.0
1992,NEW YORK,"HAGELIN, JOHN",OTHER,4420,11.0
1996,NEW YORK,"CLINTON, BILL",DEMOCRAT,3649630,1.0
1996,NEW YORK,"DOLE, ROBERT",REPUBLICAN,1738707,2.0
1996,NEW YORK,"PEROT, ROSS",OTHER,503458,3.0
1996,NEW YORK,"DOLE, ROBERT",OTHER,183392,4.0
1996,NEW YORK,BLANK VOTE/SCATTERING,OTHER,123000,5.0
1996,NEW YORK,"CLINTON, BILL",OTHER,106547,6.0
1996,NEW YORK,"NADER, RALPH",OTHER,75956,7.0
1996,NEW YORK,"PHILLIPS, HOWARD",OTHER,23580,8.0
1996,NEW YORK,"BROWNE, HARRY",LIBERTARIAN,12220,9.0
1996,NEW YORK,"DOLE, ROBERT",OTHER,11393,10.0
1996,NEW YORK,"HAGELIN, JOHN",OTHER,5011,11.0
1996,NEW YORK,"MOOREHEAD, MONICA",OTHER,3473,12.0
1996,NEW YORK,"HARRIS, JAMES",OTHER,2762,13.0
2000,NEW YORK,"GORE, AL",DEMOCRAT,3942215,1.0
2000,NEW YORK,"BUSH, GEORGE W.",REPUBLICAN,2258577,2.0
2000,NEW YORK,"NADER, RALPH",OTHER,244030,3.0
2000,NEW YORK,"BUSH, GEORGE W.",OTHER,144797,4.0
2000,NEW YORK,BLANK VOTE/SCATTERING,OTHER,138216,5.0
2000,NEW YORK,"GORE, AL",OTHER,88395,6.0
2000,NEW YORK,"GORE, AL",OTHER,77087,7.0
2000,NEW YORK,"BUCHANAN, PATRICK """"PAT""""",OTHER,25175,8.0
2000,NEW YORK,"HAGELIN, JOHN",OTHER,24361,9.0
2000,NEW YORK,"BROWNE, HARRY",LIBERTARIAN,7649,10.0
2000,NEW YORK,"BUCHANAN, PATRICK """"PAT""""",OTHER,6424,11.0
2000,NEW YORK,"HARRIS, JAMES",OTHER,1789,12.0
2000,NEW YORK,"PHILLIPS, HOWARD",OTHER,1498,13.0
2000,NEW YORK,,OTHER,2,14.0
2004,NEW YORK,"KERRY, JOHN",DEMOCRAT,4180755,1.0
2004,NEW YORK,"BUSH, GEORGE W.",REPUBLICAN,2806993,2.0
2004,NEW YORK,"BUSH, GEORGE W.",OTHER,155574,3.0
2004,NEW YORK,"KERRY, JOHN",OTHER,133525,4.0
2004,NEW YORK,"NADER, RALPH",OTHER,84247,5.0
2004,NEW YORK,BLANK VOTE/SCATTERING,OTHER,57230,6.0
2004,NEW YORK,"NADER, RALPH",OTHER,15626,7.0
2004,NEW YORK,"BADNARIK, MICHAEL",LIBERTARIAN,11607,8.0
2004,NEW YORK,"CALERO, ROGER",OTHER,2405,9.0
2004,NEW YORK,OTHER,OTHER,304,10.0
2008,NEW YORK,"OBAMA, BARACK H.",DEMOCRAT,4645332,1.0
2008,NEW YORK,"MCCAIN, JOHN",REPUBLICAN,2418323,2.0
2008,NEW YORK,"MCCAIN, JOHN",OTHER,170475,3.0
2008,NEW YORK,"MCCAIN, JOHN",OTHER,163973,4.0
2008,NEW YORK,"OBAMA, BARACK H.",OTHER,159613,5.0
2008,NEW YORK,BLANK VOTE/SCATTERING,OTHER,84701,6.0
2008,NEW YORK,"NADER, RALPH",OTHER,41249,7.0
2008,NEW YORK,"BARR, BOB",LIBERTARIAN,19596,8.0
2008,NEW YORK,"MCKINNEY, CYNTHIA",OTHER,12801,9.0
2008,NEW YORK,"HARRIS, JAMES",OTHER,3615,10.0
2008,NEW YORK,"LA RIVA, GLORIA ESTELLA",OTHER,1639,11.0
2008,NEW YORK,,OTHER,702,12.0
2012,NEW YORK,"OBAMA, BARACK H.",DEMOCRAT,4324228,1.0
2012,NEW YORK,"ROMNEY, MITT",REPUBLICAN,2223397,2.0
2012,NEW YORK,"ROMNEY, MITT",OTHER,262035,3.0
2012,NEW YORK,"OBAMA, BARACK H.",OTHER,147643,4.0
2012,NEW YORK,BLANK VOTE/VOID VOTE/SCATTERING,OTHER,63881,5.0
2012,NEW YORK,"JOHNSON, GARY",LIBERTARIAN,47092,6.0
2012,NEW YORK,"STEIN, JILL",OTHER,39856,7.0
2012,NEW YORK,"GOODE, VIRGIL HAMLIN, JR.",OTHER,6270,8.0
2012,NEW YORK,"LINDSAY, PETA",OTHER,2039,9.0
2012,NEW YORK,,OTHER,343,10.0
2016,NEW YORK,"CLINTON, HILLARY",DEMOCRAT,4379789,1.0
2016,NEW YORK,"TRUMP, DONALD J.",REPUBLICAN,2527142,2.0
2016,NEW YORK,"TRUMP, DONALD J.",OTHER,292392,3.0
2016,NEW YORK,"CLINTON, HILLARY",OTHER,140041,4.0
2016,NEW YORK,"JOHNSON, GARY",OTHER,119156,5.0
2016,NEW YORK,"STEIN, JILL",OTHER,107934,6.0
2016,NEW YORK,BLANK VOTE,OTHER,77179,7.0
2016,NEW YORK,"JOHNSON, GARY",LIBERTARIAN,57442,8.0
2016,NEW YORK,SCATTERING,OTHER,48447,9.0
2016,NEW YORK,"CLINTON, HILLARY",OTHER,36294,10.0
2016,NEW YORK,,OTHER,12816,11.0
2016,NEW YORK,VOID VOTE,OTHER,3452,12.0
2020,NEW YORK,"BIDEN, JOSEPH R. JR",DEMOCRAT,5230985,1.0
2020,NEW YORK,"TRUMP, DONALD J.",REPUBLICAN,3244798,2.0
2020,NEW YORK,"JORGENSEN, JO",LIBERTARIAN,60234,3.0
2020,NEW YORK,BLANK VOTES,OTHER,43541,4.0
2020,NEW YORK,"HAWKINS, HOWIE",OTHER,32753,5.0
2020,NEW YORK,VOID,OTHER,23368,6.0
2020,NEW YORK,"PIERCE, BROCK",OTHER,22587,7.0
2020,NEW YORK,"WEST, KANYE",OTHER,1897,8.0
2020,NEW YORK,"CARROLL, BRIAN",OTHER,805,9.0
2020,NEW YORK,"LA RIVA, GLORIA ESTELLA",OTHER,376,10.0
2020,NEW YORK,"SIMMONS, JADE",OTHER,155,11.0
2020,NEW YORK,"CHARLES, MARK",OTHER,98,12.0
2020,NEW YORK,"BLANKENSHIP, DON",OTHER,43,13.0
2020,NEW YORK,"KISHORE, JOSEPH",OTHER,28,14.0
2020,NEW YORK,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,20,15.0
2020,NEW YORK,"HODGES, PAUL",OTHER,13,16.0
2020,NEW YORK,"COLLINS, PHIL",OTHER,9,17.0
2020,NEW YORK,"HUNTER, DARIO",OTHER,8,18.0
2020,NEW YORK,"HOWARD, SHAWN W.",OTHER,6,19.0
2020,NEW YORK,"WELLS, KASEY",OTHER,3,20.5
2020,NEW YORK,"MARTIN, DAVID A.",OTHER,3,20.5
2020,NEW YORK,"MANIMAS, JOHN",OTHER,2,22.5
2020,NEW YORK,"BELLAR, BARBARA",OTHER,2,22.5
2020,NEW YORK,"MONTANYE, RICHARD CHARLES",OTHER,1,24.0
1976,NORTH CAROLINA,"CARTER, JIMMY",DEMOCRAT,927365,1.0
1976,NORTH CAROLINA,"FORD, GERALD",REPUBLICAN,741960,2.0
1976,NORTH CAROLINA,"ANDERSON, THOMAS J.",OTHER,5607,3.0
1976,NORTH CAROLINA,"MACBRIDE, ROGER",LIBERTARIAN,2219,4.0
1976,NORTH CAROLINA,"LAROUCHE, LYNDON, JR.",OTHER,755,5.0
1980,NORTH CAROLINA,"REAGAN, RONALD",REPUBLICAN,915018,1.0
1980,NORTH CAROLINA,"CARTER, JIMMY",DEMOCRAT,875635,2.0
1980,NORTH CAROLINA,"ANDERSON, JOHN B.",OTHER,52800,3.0
1980,NORTH CAROLINA,"CLARK, EDWARD """"ED""""",LIBERTARIAN,9677,4.0
1980,NORTH CAROLINA,"COMMONER, BARRY",OTHER,2287,5.0
1980,NORTH CAROLINA,"DEBERRY, CLIFTON",OTHER,416,6.0
1984,NORTH CAROLINA,"REAGAN, RONALD",REPUBLICAN,1346481,1.0
1984,NORTH CAROLINA,"MONDALE, WALTER",DEMOCRAT,824287,2.0
